title,url,company,location,experience,salary,tags,source,index
Business Analyst ( Pre-Sales ),https://www.timesjobs.com/job-detail/business-analyst-pre-sales-rg-infotech-jaipur-0-to-3-yrs-jobid-6ckYcdoo0jdzpSvf__PLUS__uAgZw==&source=srp,RG INFOTECH,Jaipur,0 - 3 yrs,,"functional specifications , business analyst , functional design , business requirement document , requirement gathering , extraction , brd",Timesjobs,55
Online Bidder / Business Analyst,https://www.timesjobs.com/job-detail/online-bidder-business-analyst-aarika-hr-professionals-jaipur-1-to-7-yrs-jobid-mRS0L877RR9zpSvf__PLUS__uAgZw==&source=srp,aarika hr professionals,Jaipur,1 - 7 yrs,,"communication , time management , Business Analysis",Timesjobs,56
Business Analyst,https://www.timesjobs.com/job-detail/business-analyst-synarion-it-solutions-jaipur-1-to-4-yrs-jobid-cZlPYMen79xzpSvf__PLUS__uAgZw==&source=srp,synarion it solutions,Jaipur,1 - 4 yrs,,"odesk , proposal writing , business analyst , elance",Timesjobs,57
Business analyst,https://www.timesjobs.com/job-detail/business-analyst-m-s-fast-and-furious-consulting-jaipur-0-to-3-yrs-jobid-wblia5yzVeFzpSvf__PLUS__uAgZw==&source=srp,M / s Fast and Furious Consulting,Jaipur,0 - 3 yrs,,"functionalspecifications , business analyst , functional design , business requirement document , elance , requirement gathering , brd",Timesjobs,58
"Collateral Management Analyst 2 Yrs position in Bangalore , Karnataka",https://www.timesjobs.com/job-detail/collateral-management-analyst-2-yrs-position-in-bangalore-karnataka-rangam-infotech-pvt-ltd-bengaluru-bangalore-jaipur-2-to-5-yrs-jobid-7jeqlfACpDRzpSvf__PLUS__uAgZw==&source=srp,RANGAM INFOTECH PVT. LTD.,"Bengaluru / Bangalore, Jaipur",2 - 5 yrs,,"collateral management , settlement processing , reconciliation analysis , client onboarding , excel proficiency , commerce , reporting , finance",Timesjobs,59
"Collateral Management Analyst 2 Yrs position in Jaipur , Rajasthan",https://www.timesjobs.com/job-detail/collateral-management-analyst-2-yrs-position-in-jaipur-rajasthan-rangam-infotech-pvt-ltd-bengaluru-bangalore-jaipur-2-to-5-yrs-jobid-dvwnfK8wozxzpSvf__PLUS__uAgZw==&source=srp,RANGAM INFOTECH PVT. LTD.,"Bengaluru / Bangalore, Jaipur",2 - 5 yrs,,"collateral management , settlement processing , reconciliation , client setup , regulatory compliance , commerce , reporting , excel , finance",Timesjobs,60
Business Analyst,https://www.timesjobs.com/job-detail/business-analyst-xtreem-solution-jaipur-1-to-3-yrs-jobid-kUMndlzJ8JZzpSvf__PLUS__uAgZw==&source=srp,xtreem solution,Jaipur,1 - 3 yrs,,"project development , client communication , Develop deliverable",Timesjobs,61
Business Analyst,https://www.timesjobs.com/job-detail/business-analyst-start-designs-jaipur-1-to-4-yrs-jobid-YCj4C7xxhmlzpSvf__PLUS__uAgZw==&source=srp,start designs,Jaipur,1 - 4 yrs,,"client handling , it skills , interpersonal skills , decision making , communication skills",Timesjobs,62
Business Analyst,https://www.timesjobs.com/job-detail/business-analyst-novel-web-solution-pvt-ltd-jaipur-2-to-5-yrs-jobid-cACSV2aZ0gxzpSvf__PLUS__uAgZw==&source=srp,Novel Web Solution Pvt. Ltd.,Jaipur,2 - 5 yrs,,"project manager , client management , commercial experience",Timesjobs,63
Data Administrator,https://www.timesjobs.com/job-detail/data-administrator-hr-empower-consultancy-jaipur-kota-bareilly-dehradun-rudrapur-0-to-2-yrs-jobid-sIcnysZnQxFzpSvf__PLUS__uAgZw==&source=srp,HR Empower Consultancy (More Jobs),"Jaipur, Kota, Bareilly, Dehradun, Rudrapur",0 - 2 yrs,,"MS SQL , Oracle Database , Hadoop , PostgreSQL , Tableau , problem-solving skills , Analytical skills",Timesjobs,64
Engineering Quality Analyst Tester,https://www.timesjobs.com/job-detail/engineering-quality-analyst-tester-thrillophilia-jaipur-2-to-5-yrs-jobid-n964Y7I9eURzpSvf__PLUS__uAgZw==&source=srp,Thrillophilia,Jaipur,2 - 5 yrs,,"regression testing , testing , tester , test cases , qa tester , software quality , qa , reporting bugs , agile , quality",Timesjobs,65
Hiring For Data Entry,https://www.timesjobs.com/job-detail/hiring-for-data-entry-ground-staff-pvt-ropar-ajmer-alwar-bikaner-jaipur-0-to-3-yrs-jobid-xhVt2xyUXn9zpSvf__PLUS__uAgZw==&source=srp,Ground Staff PVT (More Jobs),"Ropar, Ajmer, Alwar, Bikaner, Jaipur",0 - 3 yrs,"₹
Rs 2.50 - 6.50 Lacs p.a.","Data Entry , office assistant , Supervisor , Loader , Incharge , Security Guard , Electrician , Staff , Computer Operator , Store Keeper , Tally , Microsoft Excel , Fresher , Driver , c ++",Timesjobs,66
Cyber Security Analyst,https://www.timesjobs.com/job-detail/cyber-security-analyst-m-s-fast-and-furious-consulting-jaipur-0-to-3-yrs-jobid-Ge__SLASH__Szp0pzJRzpSvf__PLUS__uAgZw==&source=srp,M / s Fast and Furious Consulting,Jaipur,0 - 3 yrs,,"security , cyber security , information security , ethical hacking",Timesjobs,67
Hiring For Data Entry,https://www.timesjobs.com/job-detail/hiring-for-data-entry-global-mtr-ajmer-alwar-bikaner-jaipur-jaisalmer-0-to-3-yrs-jobid-b__SLASH__IGDSp__SLASH__n3BzpSvf__PLUS__uAgZw==&source=srp,Global MTR (More Jobs),"Ajmer, Alwar, Bikaner, Jaipur, Jaisalmer",0 - 3 yrs,"₹
Rs 2.10 - 5.50 Lacs p.a.","Data Entry , computer operator , office assistant , Supervisor , Helper , Loader , Electrician , Security Guard , Incharge , Store Keeper , Driver , Office Boy , Microsoft Excel , Tally",Timesjobs,68
Urgent Opening for EDI Analyst in Jaipur,https://www.timesjobs.com/job-detail/urgent-opening-for-edi-analyst-in-jaipur-augmatrixgo-jaipur-1-to-2-yrs-jobid-zWrpmVUxAP9zpSvf__PLUS__uAgZw==&source=srp,AugmatrixGo,Jaipur,1 - 2 yrs,,"interpersonal skills , communication , interview",Timesjobs,69
"Trade and / or Transaction Analyst position in Jaipur , Rajasthan",https://www.timesjobs.com/job-detail/trade-and-or-transaction-analyst-position-in-jaipur-rajasthan-rangam-infotech-pvt-ltd-jaipur-0-to-2-yrs-jobid-vmHGYTSSGl5zpSvf__PLUS__uAgZw==&source=srp,RANGAM INFOTECH PVT. LTD.,Jaipur,0 - 2 yrs,,"securities knowledge , communication skills , computer proficiency , trade life cycle , financial products , excel , legal",Timesjobs,70
Business Analyst Job Details | Hero Motocorp,https://www.timesjobs.com/job-detail/business-analyst-job-details-hero-motocorp-hero-motocorp-ltd-delhi-delhi-ncr-jaipur-2-to-5-yrs-jobid-AA__SLASH__BSNoMxJFzpSvf__PLUS__uAgZw==&source=srp,Hero MotoCorp Ltd,"Delhi, Delhi/NCR, Jaipur",2 - 5 yrs,,"demand forecasting , inventory management , business analysis , strategic agility , innovative thinking , operations planning , production , vehicles , manufacturing , technical skills , innovation , cutting",Timesjobs,71
"Data Enty , Work From Home , Freelance , Executive Dba",https://www.timesjobs.com/job-detail/data-enty-work-from-home-freelance-executive-dba-laxmi-technology-ajmer-alwar-bikaner-jaipur-jaisalmer-0-to-3-yrs-jobid-KZmt1zOQozxzpSvf__PLUS__uAgZw==&source=srp,Soumya Gayen (More Jobs),"Ajmer, Alwar, Bikaner, Jaipur, Jaisalmer",0 - 3 yrs,"₹
Rs 2.10 - 6.30 Lacs p.a.","Work From Home , typing , Microsoft Excel , Communication , Medical , Manual , Freelance",Timesjobs,72
Linux Programmer Intern,https://www.timesjobs.com/job-detail/linux-programmer-intern-wijungle-jaipur-0-to-3-yrs-jobid-5m3u__PLUS__eMJDDJzpSvf__PLUS__uAgZw==&source=srp,WiJungle,Jaipur,0 - 3 yrs,,"udp , algorithms , c , linux , data structures",Timesjobs,73
Linux Programmer,https://www.timesjobs.com/job-detail/linux-programmer-wijungle-jaipur-0-to-3-yrs-jobid-wOdWjQY1LJNzpSvf__PLUS__uAgZw==&source=srp,WiJungle,Jaipur,0 - 3 yrs,,"udp , algorithms , c , linux , data structures , shell scripting",Timesjobs,74
Marketing Executive,https://www.timesjobs.com/job-detail/marketing-executive-edwise-international-jaipur-1-to-5-yrs-jobid-fycwkhjuE41zpSvf__PLUS__uAgZw==&source=srp,EDWISE INTERNATIONAL,Jaipur,1 - 5 yrs,,"** marketing strategy , data analytics , event management , vendor management , market research ** , liaising , marketing department",Timesjobs,75
"DE Jobs - Marriott Information Technology Executive in Jaipur , India",https://www.timesjobs.com/job-detail/de-jobs-marriott-information-technology-executive-in-jaipur-india-buck-global-llc-jaipur-2-to-5-yrs-jobid-bcY3gE7WiSBzpSvf__PLUS__uAgZw==&source=srp,buck global llc,Jaipur,2 - 5 yrs,,"troubleshooting , technical guidance , process improvements , telecommunications management , user training , information technology , communication , gateway",Timesjobs,76
Android App Developer,https://www.timesjobs.com/job-detail/android-app-developer-rg-infotech-jaipur-0-to-3-yrs-jobid-6ZQ6u8F98YhzpSvf__PLUS__uAgZw==&source=srp,RG INFOTECH,Jaipur,0 - 3 yrs,,"fundamentals , rest api , mobile , problem solving , git , json , data structures , soap",Timesjobs,77
Full-Stack Developer,https://www.timesjobs.com/job-detail/full-stack-developer-wijungle-jaipur-0-to-3-yrs-jobid-DDa3aTzXi6RzpSvf__PLUS__uAgZw==&source=srp,WiJungle,Jaipur,0 - 3 yrs,,"algorithms , css , operating system , ajax , javascript , php , html , mysql , data structures , shell scripting",Timesjobs,78
Full-stack Developer Intern,https://www.timesjobs.com/job-detail/full-stack-developer-intern-wijungle-jaipur-0-to-3-yrs-jobid-Me2xfCz__SLASH__z9RzpSvf__PLUS__uAgZw==&source=srp,WiJungle,Jaipur,0 - 3 yrs,,"algorithms , ajax , javascript , jquery , xml , php , json , mysql , data structures , html , gateway",Timesjobs,79
data analyst,https://www.naukri.com/job-listings-data-analyst-disha-consultant-pune-chennai-jaipur-bengaluru-2-to-4-years-140621501222,Disha Consultant,"Jaipur, Pune, Chennai, Bengaluru",2-4 Yrs,Not disclosed,"['Data analysis', 'Data validation', 'Data management', 'Data analytics', 'Advanced Excel', 'Data Analyst', 'data visualization', 'Management']",Naukri.com,80
Data Analyst,https://www.naukri.com/job-listings-data-analyst-nimbus-pipes-ltd-jaipur-2-to-3-years-250624501398,Nimbus Pipes,Jaipur,2-3 Yrs,Not disclosed,"['Analytical skills', 'Data analysis', 'Data management', 'System maintenance', 'MIS', 'Process improvement', 'Workflow', 'Data Analyst']",Naukri.com,81
Data Analyst,https://www.naukri.com/job-listings-data-analyst-nlineaxis-it-solutions-jaipur-2-to-5-years-230523500493,Nlineaxis It Solutions,Jaipur,2-5 Yrs,Not disclosed,"['data cleansing', 'Report generation', 'metadata', 'Manager Quality Assurance', 'data integrity', 'Data Analyst', 'Management', 'Troubleshooting']",Naukri.com,82
Reference Data Analyst,https://www.naukri.com/job-listings-reference-data-analyst-deutsche-bank-jaipur-1-to-5-years-200624004684,Deutsche Bank,Jaipur,1-5 Yrs,Not disclosed,"['Swift Messaging', 'Trade Settlements', 'SSI', 'Swift Payments', 'Payment Processing', 'Process', 'Data analysis', 'Processing']",Naukri.com,83
Junior business analyst,https://www.naukri.com/job-listings-junior-business-analyst-protocloud-technologies-pvt-ltd-jaipur-0-to-2-years-250823502581,Protocloud Technologies,Jaipur,0-2 Yrs,Not disclosed,"['Data analysis', 'Publishing', 'Bidding', 'Executive', 'Business Analyst', 'Business requirement analysis', 'Project management', 'Business Development Executive']",Naukri.com,84
Junior business analyst,https://www.naukri.com/job-listings-junior-business-analyst-protocloud-technologies-pvt-ltd-jaipur-0-to-2-years-030723500463,Protocloud Technologies,Jaipur,0-2 Yrs,Not disclosed,"['Junior Business Analyst', 'Data analysis', 'Publishing', 'Executive', 'Business Analyst', 'Business requirement analysis', 'Project management', 'Business Development Executive']",Naukri.com,85
Data Engineers,https://www.naukri.com/job-listings-data-engineers-disha-consultant-jaipur-2-to-4-years-270819501018,Disha Consultant,Jaipur,2-4 Yrs,Not disclosed,"['NoSQL', 'cassandra', 'Cloud Services', 'Workflow management', 'MongoDB', 'Data analytics', 'DBMS', 'Oracle']",Naukri.com,86
Business Analyst (Bidder),https://www.naukri.com/job-listings-business-analyst-bidder-emizen-tech-pvt-ltd-jaipur-0-to-5-years-280923500039,Emizen Tech,Jaipur,0-5 Yrs,Not disclosed,"['Product management', 'Data analysis', 'Business Analyst', 'Project management', 'Analytical', 'Market research', 'Management', 'Business operations']",Naukri.com,87
Data Scientist,https://www.naukri.com/job-listings-data-scientist-nbc-bearings-jaipur-1-to-3-years-280624007906,NBC Bearings,Jaipur,1-3 Yrs,Not disclosed,"['Power Bi', 'Machine Learning', 'Python', 'SQL', 'Django', 'Data Analysis', 'Machine', 'Bi']",Naukri.com,88
Pricing Analyst,https://www.naukri.com/job-listings-pricing-analyst-gxpress-jaipur-0-to-2-years-010524501076,Gxpress Solutions,Jaipur,0-2 Yrs,Not disclosed,"['Analytical skills', 'Data analysis', 'Sales operations', 'Financial analysis', 'Competitive analysis', 'Business expansion', 'Project management', 'Continuous improvement']",Naukri.com,89
Business Analyst (Post Sales),https://www.naukri.com/job-listings-business-analyst-post-sales-emizen-tech-pvt-ltd-jaipur-1-to-3-years-260224500128,Emizen Tech,Jaipur,1-3 Yrs,Not disclosed,"['data analysis', 'team management', 'post sales', 'business analysis', 'process optimization', 'sales process', 'business development', 'sales']",Naukri.com,90
Project Business Analyst,https://www.naukri.com/job-listings-project-business-analyst-alea-it-solutions-jaipur-2-to-4-years-311023501701,Alea It Solutions,Jaipur,2-4 Yrs,Not disclosed,"['Business Analyst', 'Project', 'Business analysis']",Naukri.com,91
Snowflake Senior Analyst,https://www.naukri.com/job-listings-snowflake-senior-analyst-spaulding-ridge-llc-jaipur-bengaluru-2-to-7-years-070624501216,Spaulding Ridge,"Jaipur, Bengaluru",2-7 Yrs,Not disclosed,"['Data analysis', 'Team management', 'Consulting', 'CRE', 'Equity', 'Presales', 'Oracle', 'Business intelligence']",Naukri.com,92
Data Engineer- Software Engineer/ Sr. Software Engineer,https://www.naukri.com/job-listings-data-engineer-software-engineer-sr-software-engineer-in-time-tec-jaipur-bengaluru-2-to-6-years-070524007454,In Time Tec,"Jaipur, Bengaluru",2-6 Yrs,7-17 Lacs PA,"['data', 'interpersonal skills', 'pyspark', 'dbms', 'data pipeline', 'tools', 'sql', 'postgresql']",Naukri.com,93
E - commerce Analyst / Executive,https://www.naukri.com/job-listings-e-commerce-analyst-executive-vaibhav-global-ltd-jaipur-1-to-6-years-050424500932,Vaibhav Global,Jaipur,1-6 Yrs,Not disclosed,"['Data analysis', 'online retail', 'Renewable energy', 'Social media', 'VLOOKUP', 'SEZ', 'E-commerce', 'channel strategy']",Naukri.com,94
Data Management Trainee,https://www.naukri.com/job-listings-data-management-trainee-v7-infotech-jaipur-2-to-7-years-020524501137,V7 Infotech,Jaipur,2-7 Yrs,Not disclosed,"['Data analysis', 'Data management', 'Client relationship management', 'Coding', 'Management Trainee', 'Report writing', 'Strategic planning', 'Client relationship']",Naukri.com,95
Data Scientist,https://www.naukri.com/job-listings-data-scientist-sedum-soft-pvt-ltd-jaipur-2-to-6-years-290523500764,Sedum Soft,Jaipur,2-6 Yrs,Not disclosed,['Data Scientist'],Naukri.com,96
Financial Analyst,https://www.naukri.com/job-listings-financial-analyst-consulting-engineers-group-ceg-jaipur-2-to-5-years-250624005649,Consulting Engineers Group (CEG),Jaipur(Malviya Nagar Industrial Area),2-5 Yrs,Not disclosed,"['Finance', 'Financial Analysis', 'Financial Reporting', 'Risk Assessment', 'Financial Research', 'Reporting', 'Presentation', 'Forecasting']",Naukri.com,97
